timestamp,event,axis,row,target_kind,move_id,requested_steps,batch_delta,direction,total_pulses,raw_position_steps,logical_position_steps,gap_steps,backlash_steps,target_position_steps,monotonic_ns,message
2026-08-18 23:16:29.881,continuous_start,x,,,,,,1,0,0,,,77,,2153898300875,
2026-08-18 23:16:29.882,pulse_batch,x,,,,,1,,1,1,,,77,,2153899973814,
2026-08-18 23:16:29.903,pulse_batch,x,,,,,7,,8,8,,,77,,2153920412762,
2026-08-18 23:16:29.924,pulse_batch,x,,,,,8,,16,16,,,77,,2153941573597,
2026-08-18 23:16:29.945,pulse_batch,x,,,,,7,,23,23,,,77,,2153963177800,
2026-08-18 23:16:29.966,pulse_batch,x,,,,,7,,30,30,,,77,,2153984107876,
2026-08-18 23:16:29.987,pulse_batch,x,,,,,8,,38,38,,,77,,2154005257710,
2026-08-18 23:16:30.009,pulse_batch,x,,,,,8,,46,46,,,77,,2154026505933,
2026-08-18 23:16:30.030,pulse_batch,x,,,,,7,,53,53,,,77,,2154047343973,
2026-08-18 23:16:30.051,pulse_batch,x,,,,,8,,61,61,,,77,,2154068429400,
2026-08-18 23:16:30.077,pulse_batch,x,,,,,8,,69,69,,,77,,2154094962383,
2026-08-18 23:16:30.098,pulse_batch,x,,,,,8,,77,77,,,77,,2154116224458,
2026-08-18 23:16:30.120,pulse_batch,x,,,,,8,,85,85,,,77,,2154137414810,
2026-08-18 23:16:30.140,pulse_batch,x,,,,,7,,92,92,,,77,,2154157417112,
2026-08-18 23:16:30.160,pulse_batch,x,,,,,7,,99,99,,,77,,2154177471987,
2026-08-18 23:16:30.181,pulse_batch,x,,,,,8,,107,107,,,77,,2154198661507,
2026-08-18 23:16:30.202,pulse_batch,x,,,,,8,,115,115,,,77,,2154219740860,
2026-08-18 23:16:30.222,pulse_batch,x,,,,,6,,121,121,,,77,,2154240205919,
2026-08-18 23:16:30.244,pulse_batch,x,,,,,8,,129,129,,,77,,2154261758715,
2026-08-18 23:16:30.265,pulse_batch,x,,,,,8,,137,137,,,77,,2154282793346,
2026-08-18 23:16:30.286,pulse_batch,x,,,,,6,,143,143,,,77,,2154303360849,
2026-08-18 23:16:30.307,pulse_batch,x,,,,,8,,151,151,,,77,,2154324589424,
2026-08-18 23:16:30.328,pulse_batch,x,,,,,8,,159,159,,,77,,2154345679796,
2026-08-18 23:16:30.347,pulse_batch,x,,,,,6,,165,165,,,77,,2154364721897,
2026-08-18 23:16:30.347,continuous_stop,x,,,,,,1,165,165,,,77,,2154364956452,
2026-08-18 23:16:33.553,continuous_start,x,,,,,,-1,165,165,,,77,,2157570299180,
2026-08-18 23:16:33.555,pulse_batch,x,,,,,-1,,166,164,,,77,,2157572464636,
2026-08-18 23:16:33.576,pulse_batch,x,,,,,-6,,172,158,,,77,,2157593513434,
2026-08-18 23:16:33.597,pulse_batch,x,,,,,-6,,178,152,,,77,,2157614366732,
2026-08-18 23:16:33.617,pulse_batch,x,,,,,-5,,183,147,,,77,,2157635171420,
2026-08-18 23:16:33.618,continuous_stop,x,,,,,,-1,183,147,,,77,,2157635609640,
2026-08-18 23:16:33.953,continuous_start,x,,,,,,-1,183,147,,,77,,2157970287116,
2026-08-18 23:16:33.955,pulse_batch,x,,,,,-1,,184,146,,,77,,2157972338035,
2026-08-18 23:16:33.976,pulse_batch,x,,,,,-6,,190,140,,,77,,2157993735554,
2026-08-18 23:16:33.997,pulse_batch,x,,,,,-6,,196,134,,,77,,2158014615001,
2026-08-18 23:16:34.019,pulse_batch,x,,,,,-6,,202,128,,,77,,2158036630480,
2026-08-18 23:16:34.039,pulse_batch,x,,,,,-5,,207,123,,,77,,2158056953243,
2026-08-18 23:16:34.060,pulse_batch,x,,,,,-6,,213,117,,,77,,2158077841764,
2026-08-18 23:16:34.081,pulse_batch,x,,,,,-6,,219,111,,,77,,2158099163950,
2026-08-18 23:16:34.104,pulse_batch,x,,,,,-6,,225,105,,,77,,2158121482391,
2026-08-18 23:16:34.125,pulse_batch,x,,,,,-6,,231,99,,,77,,2158142382208,
2026-08-18 23:16:34.146,pulse_batch,x,,,,,-6,,237,93,,,77,,2158163652931,
2026-08-18 23:16:34.168,pulse_batch,x,,,,,-6,,243,87,,,77,,2158185753151,
2026-08-18 23:16:34.189,pulse_batch,x,,,,,-6,,249,81,,,77,,2158206626561,
2026-08-18 23:16:34.210,pulse_batch,x,,,,,-6,,255,75,,,77,,2158227518915,
2026-08-18 23:16:34.219,pulse_batch,x,,,,,-2,,257,73,,,77,,2158237188548,
2026-08-18 23:16:34.220,continuous_stop,x,,,,,,-1,257,73,,,77,,2158237558899,
2026-08-18 23:16:34.486,continuous_start,x,,,,,,-1,257,73,,,77,,2158504113332,
2026-08-18 23:16:34.489,pulse_batch,x,,,,,-1,,258,72,,,77,,2158506301843,
2026-08-18 23:16:34.510,pulse_batch,x,,,,,-5,,263,67,,,77,,2158527948009,
2026-08-18 23:16:34.531,pulse_batch,x,,,,,-6,,269,61,,,77,,2158548856696,
2026-08-18 23:16:34.554,pulse_batch,x,,,,,-6,,275,55,,,77,,2158571651043,
2026-08-18 23:16:34.576,pulse_batch,x,,,,,-6,,281,49,,,77,,2158593338209,
2026-08-18 23:16:34.596,pulse_batch,x,,,,,-6,,287,43,,,77,,2158614201489,
2026-08-18 23:16:34.619,pulse_batch,x,,,,,-6,,293,37,,,77,,2158636669523,
2026-08-18 23:16:34.640,pulse_batch,x,,,,,-6,,299,31,,,77,,2158658130690,
2026-08-18 23:16:34.661,pulse_batch,x,,,,,-6,,305,25,,,77,,2158679125747,
2026-08-18 23:16:34.684,pulse_batch,x,,,,,-6,,311,19,,,77,,2158701875076,
2026-08-18 23:16:34.705,pulse_batch,x,,,,,-6,,317,13,,,77,,2158722938022,
2026-08-18 23:16:34.726,pulse_batch,x,,,,,-6,,323,7,,,77,,2158743880190,
2026-08-18 23:16:34.747,pulse_batch,x,,,,,-6,,329,1,,,77,,2158764865433,
2026-08-18 23:16:34.770,pulse_batch,x,,,,,-6,,335,-5,,,77,,2158788134464,
2026-08-18 23:16:34.791,pulse_batch,x,,,,,-6,,341,-11,,,77,,2158809148762,
2026-08-18 23:16:34.813,pulse_batch,x,,,,,-6,,347,-17,,,77,,2158830057097,
2026-08-18 23:16:34.818,pulse_batch,x,,,,,-1,,348,-18,,,77,,2158836094854,
2026-08-18 23:16:34.819,continuous_stop,x,,,,,,-1,348,-18,,,77,,2158836539908,
2026-08-18 23:16:35.089,continuous_start,x,,,,,,-1,348,-18,,,77,,2159106436774,
2026-08-18 23:16:35.091,pulse_batch,x,,,,,-1,,349,-19,,,77,,2159108432063,
2026-08-18 23:16:35.112,pulse_batch,x,,,,,-6,,355,-25,,,77,,2159129337380,
2026-08-18 23:16:35.132,pulse_batch,x,,,,,-6,,361,-31,,,77,,2159150164938,
2026-08-18 23:16:35.156,pulse_batch,x,,,,,-6,,367,-37,,,77,,2159173582246,
2026-08-18 23:16:35.177,pulse_batch,x,,,,,-6,,373,-43,,,77,,2159195083228,
2026-08-18 23:16:35.198,pulse_batch,x,,,,,-6,,379,-49,,,77,,2159216018396,
2026-08-18 23:16:35.221,pulse_batch,x,,,,,-6,,385,-55,,,77,,2159238768466,
2026-08-18 23:16:35.242,pulse_batch,x,,,,,-6,,391,-61,,,77,,2159259902282,
2026-08-18 23:16:35.263,pulse_batch,x,,,,,-6,,397,-67,,,77,,2159280759599,
2026-08-18 23:16:35.286,pulse_batch,x,,,,,-6,,403,-73,,,77,,2159303674742,
2026-08-18 23:16:35.308,pulse_batch,x,,,,,-6,,409,-79,,,77,,2159325576778,
2026-08-18 23:16:35.329,pulse_batch,x,,,,,-6,,415,-85,,,77,,2159346564298,
2026-08-18 23:16:35.351,pulse_batch,x,,,,,-5,,420,-90,,,77,,2159368812758,
2026-08-18 23:16:35.353,continuous_stop,x,,,,,,-1,420,-90,,,77,,2159370609567,
2026-08-18 23:16:35.621,continuous_start,x,,,,,,-1,420,-90,,,77,,2159638875013,
2026-08-18 23:16:35.623,pulse_batch,x,,,,,-1,,421,-91,,,77,,2159640795006,
2026-08-18 23:16:35.644,pulse_batch,x,,,,,-6,,427,-97,,,77,,2159661725767,
2026-08-18 23:16:35.665,pulse_batch,x,,,,,-6,,433,-103,,,77,,2159682534418,
2026-08-18 23:16:35.688,pulse_batch,x,,,,,-6,,439,-109,,,77,,2159705903300,
2026-08-18 23:16:35.710,pulse_batch,x,,,,,-6,,445,-115,,,77,,2159727679151,
2026-08-18 23:16:35.731,pulse_batch,x,,,,,-6,,451,-121,,,77,,2159748651597,
2026-08-18 23:16:35.753,pulse_batch,x,,,,,-6,,457,-127,,,77,,2159771133094,
2026-08-18 23:16:35.775,pulse_batch,x,,,,,-6,,463,-133,,,77,,2159792314095,
2026-08-18 23:16:35.796,pulse_batch,x,,,,,-6,,469,-139,,,77,,2159813314134,
2026-08-18 23:16:35.818,pulse_batch,x,,,,,-6,,475,-145,,,77,,2159836094574,
2026-08-18 23:16:35.821,continuous_stop,x,,,,,,-1,475,-145,,,77,,2159838283011,
2026-08-18 23:16:37.623,continuous_start,x,,,,,,-1,475,-145,,,77,,2161640347836,
2026-08-18 23:16:37.625,pulse_batch,x,,,,,-1,,476,-146,,,77,,2161642570940,
2026-08-18 23:16:37.646,pulse_batch,x,,,,,-6,,482,-152,,,77,,2161663653885,
2026-08-18 23:16:37.667,pulse_batch,x,,,,,-6,,488,-158,,,77,,2161684612072,
2026-08-18 23:16:37.688,pulse_batch,x,,,,,-5,,493,-163,,,77,,2161705917073,
2026-08-18 23:16:37.689,continuous_stop,x,,,,,,-1,493,-163,,,77,,2161706281905,
2026-08-18 23:16:38.756,continuous_start,x,,,,,,1,493,-163,,,77,,2162773494301,
2026-08-18 23:16:38.758,pulse_batch,x,,,,,1,,494,-162,,,77,,2162775511572,
2026-08-18 23:16:38.779,pulse_batch,x,,,,,6,,500,-156,,,77,,2162796388259,
2026-08-18 23:16:38.799,pulse_batch,x,,,,,6,,506,-150,,,77,,2162817192946,
2026-08-18 23:16:38.821,pulse_batch,x,,,,,5,,511,-145,,,77,,2162838679983,
2026-08-18 23:16:38.842,pulse_batch,x,,,,,6,,517,-139,,,77,,2162859753318,
2026-08-18 23:16:38.863,pulse_batch,x,,,,,6,,523,-133,,,77,,2162880577191,
2026-08-18 23:16:38.884,pulse_batch,x,,,,,6,,529,-127,,,77,,2162901557674,
2026-08-18 23:16:38.906,pulse_batch,x,,,,,6,,535,-121,,,77,,2162923860097,
2026-08-18 23:16:38.927,pulse_batch,x,,,,,6,,541,-115,,,77,,2162944779803,
2026-08-18 23:16:38.949,pulse_batch,x,,,,,6,,547,-109,,,77,,2162966428006,
2026-08-18 23:16:38.956,pulse_batch,x,,,,,1,,548,-108,,,77,,2162973296353,
2026-08-18 23:16:38.956,continuous_stop,x,,,,,,1,548,-108,,,77,,2162973592222,
2026-08-18 23:16:39.290,continuous_start,x,,,,,,1,548,-108,,,77,,2163307424886,
2026-08-18 23:16:39.292,pulse_batch,x,,,,,1,,549,-107,,,77,,2163309359195,
2026-08-18 23:16:39.313,pulse_batch,x,,,,,6,,555,-101,,,77,,2163330530714,
2026-08-18 23:16:39.334,pulse_batch,x,,,,,6,,561,-95,,,77,,2163351385235,
2026-08-18 23:16:39.356,pulse_batch,x,,,,,6,,567,-89,,,77,,2163374154230,
2026-08-18 23:16:39.377,pulse_batch,x,,,,,6,,573,-83,,,77,,2163395048751,
2026-08-18 23:16:39.398,pulse_batch,x,,,,,6,,579,-77,,,77,,2163415872198,
2026-08-18 23:16:39.421,pulse_batch,x,,,,,6,,585,-71,,,77,,2163439046192,
2026-08-18 23:16:39.442,pulse_batch,x,,,,,6,,591,-65,,,77,,2163460046120,
2026-08-18 23:16:39.463,pulse_batch,x,,,,,6,,597,-59,,,77,,2163481002510,
2026-08-18 23:16:39.486,pulse_batch,x,,,,,6,,603,-53,,,77,,2163504114264,
2026-08-18 23:16:39.488,continuous_stop,x,,,,,,1,603,-53,,,77,,2163505923795,
2026-08-18 23:16:39.890,continuous_start,x,,,,,,1,603,-53,,,77,,2163907415837,
2026-08-18 23:16:39.892,pulse_batch,x,,,,,1,,604,-52,,,77,,2163909529256,
2026-08-18 23:16:39.913,pulse_batch,x,,,,,6,,610,-46,,,77,,2163930465757,
2026-08-18 23:16:39.933,pulse_batch,x,,,,,6,,616,-40,,,77,,2163951274815,
