timestamp,event,axis,row,target_kind,move_id,requested_steps,batch_delta,direction,total_pulses,raw_position_steps,logical_position_steps,gap_steps,backlash_steps,target_position_steps,monotonic_ns,message
2026-08-17 23:16:47.289,continuous_start,x,,,,,,-1,0,0,,,77,,6436696308300,
2026-08-17 23:16:47.291,pulse_batch,x,,,,,-1,,1,-1,,,77,,6436698020858,
2026-08-17 23:16:47.311,pulse_batch,x,,,,,-7,,8,-8,,,77,,6436718064445,
2026-08-17 23:16:47.332,pulse_batch,x,,,,,-8,,16,-16,,,77,,6436739128523,
2026-08-17 23:16:47.356,pulse_batch,x,,,,,-7,,23,-23,,,77,,6436762777687,
2026-08-17 23:16:47.357,continuous_stop,x,,,,,,-1,23,-23,,,77,,6436764231451,
2026-08-17 23:16:51.758,continuous_start,x,,,,,,-1,23,-23,,,77,,6441165197219,
2026-08-17 23:16:51.762,pulse_batch,x,,,,,-1,,24,-24,,,77,,6441169032720,
2026-08-17 23:16:51.765,continuous_stop,x,,,,,,-1,24,-24,,,77,,6441172453558,
2026-08-17 23:16:52.295,continuous_start,x,,,,,,-1,24,-24,,,77,,6441701923783,
2026-08-17 23:16:52.299,pulse_batch,x,,,,,-1,,25,-25,,,77,,6441706015152,
2026-08-17 23:16:52.322,pulse_batch,x,,,,,-3,,28,-28,,,77,,6441729490098,
2026-08-17 23:16:52.343,pulse_batch,x,,,,,-3,,31,-31,,,77,,6441749966867,
2026-08-17 23:16:52.360,pulse_batch,x,,,,,-2,,33,-33,,,77,,6441767469073,
2026-08-17 23:16:52.360,continuous_stop,x,,,,,,-1,33,-33,,,77,,6441767653571,
2026-08-17 23:17:05.037,continuous_start,y,,,,,,1,0,0,,,4,,6454444496435,
2026-08-17 23:17:05.041,pulse_batch,y,,,,,1,,1,1,,,4,,6454448143364,
2026-08-17 23:17:05.062,pulse_batch,y,,,,,3,,4,4,,,4,,6454468806766,
2026-08-17 23:17:05.082,pulse_batch,y,,,,,3,,7,7,,,4,,6454489260928,
2026-08-17 23:17:05.104,pulse_batch,y,,,,,3,,10,10,,,4,,6454511296742,
2026-08-17 23:17:05.108,continuous_stop,y,,,,,,1,10,10,,,4,,6454514718507,
2026-08-17 23:17:05.506,continuous_start,y,,,,,,1,10,10,,,4,,6454913145520,
2026-08-17 23:17:05.510,pulse_batch,y,,,,,1,,11,11,,,4,,6454916775949,
2026-08-17 23:17:05.530,pulse_batch,y,,,,,3,,14,14,,,4,,6454937417443,
2026-08-17 23:17:05.551,pulse_batch,y,,,,,3,,17,17,,,4,,6454957849476,
2026-08-17 23:17:05.572,pulse_batch,y,,,,,3,,20,20,,,4,,6454979580164,
2026-08-17 23:17:05.593,pulse_batch,y,,,,,3,,23,23,,,4,,6455000165140,
2026-08-17 23:17:05.613,pulse_batch,y,,,,,3,,26,26,,,4,,6455020582784,
2026-08-17 23:17:05.635,pulse_batch,y,,,,,3,,29,29,,,4,,6455042136510,
2026-08-17 23:17:05.639,continuous_stop,y,,,,,,1,29,29,,,4,,6455045725125,
2026-08-17 23:17:06.306,continuous_start,y,,,,,,1,29,29,,,4,,6455713531368,
