timestamp,event,axis,row,target_kind,move_id,requested_steps,batch_delta,direction,total_pulses,raw_position_steps,logical_position_steps,gap_steps,backlash_steps,target_position_steps,monotonic_ns,message
2026-08-18 23:34:30.879,continuous_start,y,,,,,,1,0,0,,,4,,3234896302222,
2026-08-18 23:34:30.880,pulse_batch,y,,,,,1,,1,1,,,4,,3234897835659,
2026-08-18 23:34:30.903,pulse_batch,y,,,,,7,,8,8,,,4,,3234920291459,
2026-08-18 23:34:30.924,pulse_batch,y,,,,,8,,16,16,,,4,,3234941492375,
2026-08-18 23:34:30.944,pulse_batch,y,,,,,7,,23,23,,,4,,3234961706834,
2026-08-18 23:34:30.967,pulse_batch,y,,,,,8,,31,31,,,4,,3234984192948,
2026-08-18 23:34:30.988,pulse_batch,y,,,,,8,,39,39,,,4,,3235005284735,
2026-08-18 23:34:31.010,pulse_batch,y,,,,,8,,47,47,,,4,,3235028128107,
2026-08-18 23:34:31.032,pulse_batch,y,,,,,8,,55,55,,,4,,3235049413282,
2026-08-18 23:34:31.053,pulse_batch,y,,,,,8,,63,63,,,4,,3235070449144,
2026-08-18 23:34:31.076,pulse_batch,y,,,,,8,,71,71,,,4,,3235092797407,
2026-08-18 23:34:31.097,pulse_batch,y,,,,,8,,79,79,,,4,,3235114751079,
2026-08-18 23:34:31.118,pulse_batch,y,,,,,8,,87,87,,,4,,3235135879126,
2026-08-18 23:34:31.139,pulse_batch,y,,,,,8,,95,95,,,4,,3235157145801,
2026-08-18 23:34:31.159,pulse_batch,y,,,,,7,,102,102,,,4,,3235177204501,
2026-08-18 23:34:31.181,pulse_batch,y,,,,,8,,110,110,,,4,,3235198299159,
2026-08-18 23:34:31.202,pulse_batch,y,,,,,8,,118,118,,,4,,3235220088980,
2026-08-18 23:34:31.225,pulse_batch,y,,,,,8,,126,126,,,4,,3235242229966,
2026-08-18 23:34:31.246,pulse_batch,y,,,,,8,,134,134,,,4,,3235263362272,
2026-08-18 23:34:31.267,pulse_batch,y,,,,,8,,142,142,,,4,,3235284401634,
2026-08-18 23:34:31.287,pulse_batch,y,,,,,7,,149,149,,,4,,3235304904368,
2026-08-18 23:34:31.309,pulse_batch,y,,,,,8,,157,157,,,4,,3235326383543,
2026-08-18 23:34:31.330,pulse_batch,y,,,,,8,,165,165,,,4,,3235347381516,
2026-08-18 23:34:31.350,pulse_batch,y,,,,,7,,172,172,,,4,,3235368022935,
2026-08-18 23:34:31.372,pulse_batch,y,,,,,8,,180,180,,,4,,3235389361573,
2026-08-18 23:34:31.393,pulse_batch,y,,,,,8,,188,188,,,4,,3235410381509,
2026-08-18 23:34:31.413,pulse_batch,y,,,,,7,,195,195,,,4,,3235430927151,
2026-08-18 23:34:31.435,pulse_batch,y,,,,,8,,203,203,,,4,,3235452230530,
2026-08-18 23:34:31.456,pulse_batch,y,,,,,8,,211,211,,,4,,3235473276392,
2026-08-18 23:34:31.477,pulse_batch,y,,,,,7,,218,218,,,4,,3235494854677,
2026-08-18 23:34:31.498,pulse_batch,y,,,,,8,,226,226,,,4,,3235516037594,
2026-08-18 23:34:31.519,pulse_batch,y,,,,,8,,234,234,,,4,,3235537175326,
2026-08-18 23:34:31.542,pulse_batch,y,,,,,8,,242,242,,,4,,3235559816809,
2026-08-18 23:34:31.564,pulse_batch,y,,,,,8,,250,250,,,4,,3235581418705,
2026-08-18 23:34:31.585,pulse_batch,y,,,,,8,,258,258,,,4,,3235602542845,
2026-08-18 23:34:31.607,pulse_batch,y,,,,,8,,266,266,,,4,,3235624502109,
2026-08-18 23:34:31.629,pulse_batch,y,,,,,8,,274,274,,,4,,3235646867872,
2026-08-18 23:34:31.650,pulse_batch,y,,,,,8,,282,282,,,4,,3235667975067,
2026-08-18 23:34:31.671,pulse_batch,y,,,,,8,,290,290,,,4,,3235689106576,
2026-08-18 23:34:31.692,pulse_batch,y,,,,,7,,297,297,,,4,,3235709567182,
2026-08-18 23:34:31.713,pulse_batch,y,,,,,8,,305,305,,,4,,3235730753339,
2026-08-18 23:34:31.734,pulse_batch,y,,,,,8,,313,313,,,4,,3235752054403,
2026-08-18 23:34:31.755,pulse_batch,y,,,,,7,,320,320,,,4,,3235772536379,
2026-08-18 23:34:31.776,pulse_batch,y,,,,,8,,328,328,,,4,,3235793893980,
2026-08-18 23:34:31.797,pulse_batch,y,,,,,8,,336,336,,,4,,3235814933268,
2026-08-18 23:34:31.817,pulse_batch,y,,,,,7,,343,343,,,4,,3235835029430,
2026-08-18 23:34:31.839,pulse_batch,y,,,,,8,,351,351,,,4,,3235856309458,
2026-08-18 23:34:31.860,pulse_batch,y,,,,,8,,359,359,,,4,,3235877369227,
2026-08-18 23:34:31.880,pulse_batch,y,,,,,7,,366,366,,,4,,3235897948720,
2026-08-18 23:34:31.901,pulse_batch,y,,,,,8,,374,374,,,4,,3235919169359,
